iter	CrossEntropy
2916	0.4155489502
2917	0.4155266724
2918	0.4155038452
2919	0.4154904175
2920	0.4154719238
2921	0.415450592
2922	0.4154382324
2923	0.4154161987
2924	0.415395752
2925	0.4153739014
2926	0.415349884
2927	0.4153322754
2928	0.4153198853
2929	0.4152945862
2930	0.4152750244
2931	0.4152563477
2932	0.4152340698
2933	0.415215332
2934	0.4151940308
2935	0.4151688232
2936	0.4151512756
2937	0.415131897
2938	0.4151173706
2939	0.4150927734
2940	0.4150761414
2941	0.4150557861
2942	0.41503302
2943	0.4150132141
2944	0.4149972534
2945	0.414977478
2946	0.4149570312
2947	0.4149274597
2948	0.4149116211
2949	0.4148903198
2950	0.4148643799
2951	0.4148424683
2952	0.4148207397
2953	0.4147971802
2954	0.4147788391
2955	0.414754364
2956	0.4147389832
2957	0.4147189331
2958	0.4146994019
2959	0.4146811218
2960	0.4146578674
2961	0.4146389771
2962	0.4146136475
2963	0.4145945129
2964	0.4145791016
2965	0.4145592651
2966	0.4145384521
2967	0.414508728
2968	0.414493988
2969	0.4144718323
2970	0.4144499512
2971	0.4144189453
2972	0.4143963623
2973	0.4143707886
2974	0.4143543701
2975	0.4143379517
2976	0.4143119202
2977	0.4142845764
2978	0.4142548218
2979	0.4142304077
2980	0.4142088318
2981	0.4141844482
2982	0.4141679993
2983	0.4141498413
2984	0.4141220093
2985	0.414103241
2986	0.4140801392
2987	0.4140585327
2988	0.4140360718
2989	0.4140179443
2990	0.4139880066
2991	0.4139704285
2992	0.4139451904
2993	0.4139337769
2994	0.4139111938
2995	0.4138886108
2996	0.4138694153
2997	0.4138439331
2998	0.4138238831
2999	0.4138071899
3000	0.4137839966
3001	0.4137580566
3002	0.4137416992
3003	0.4137199097
3004	0.4137029114
3005	0.4136856079
3006	0.413671051
3007	0.4136497803
3008	0.4136260071
3009	0.4136013184
3010	0.413574707
3011	0.4135556641
3012	0.4135346985
3013	0.4135082703
3014	0.4134895935
3015	0.4134711304
3016	0.4134467163
3017	0.413423584
3018	0.4134018555
3019	0.4133794556
3020	0.4133654175
3021	0.41334021
3022	0.4133191528
3023	0.4132950134
3024	0.4132781677
3025	0.4132507629
3026	0.4132246094
3027	0.4131953735
3028	0.413173584
3029	0.4131547852
3030	0.4131347656
3031	0.4131066895
3032	0.4130886841
3033	0.4130652161
3034	0.4130446777
3035	0.4130254517
3036	0.4130021362
3037	0.4129867554
3038	0.4129633179
3039	0.4129421997
3040	0.4129203491
3041	0.4129029846
3042	0.4128779602
3043	0.4128542175
3044	0.4128340454
3045	0.4128188477
3046	0.4127976379
3047	0.4127808228
3048	0.4127661133
3049	0.412736084
3050	0.4127148132
3051	0.4126933899
3052	0.4126779785
3053	0.4126563721
3054	0.412633728
3055	0.4126146851
3056	0.4125978394
3057	0.4125791016
3058	0.4125527344
3059	0.4125360107
3060	0.4125196533
3061	0.4125000305
3062	0.4124822998
3063	0.4124587097
3064	0.4124411621
3065	0.4124110107
3066	0.4123937683
3067	0.4123772583
3068	0.4123482666
3069	0.4123227539
3070	0.4122968445
3071	0.4122747498
3072	0.4122525024
3073	0.4122401123
3074	0.4122144165
3075	0.4121947632
3076	0.4121759644
3077	0.4121537476
3078	0.4121347656
3079	0.4121131287
3080	0.4120913391
3081	0.4120716248
3082	0.4120505066
3083	0.4120300293
3084	0.4120097046
3085	0.4119868469
3086	0.411958374
3087	0.4119398499
3088	0.4119130249
3089	0.4118955078
3090	0.4118786011
3091	0.4118613892
3092	0.4118458862
3093	0.4118238525
3094	0.4118062134
3095	0.4117846985
3096	0.4117667542
3097	0.4117453613
3098	0.4117233276
3099	0.4116954346
3100	0.4116776428
3101	0.4116578674
3102	0.4116361694
3103	0.4116127625
3104	0.411590332
3105	0.4115685425
3106	0.4115462952
3107	0.4115234375
3108	0.4114971924
3109	0.4114767761
3110	0.4114571533
3111	0.4114401855
3112	0.4114160461
3113	0.4113972473
3114	0.4113845215
3115	0.4113609009
3116	0.4113411865
3117	0.4113192444
3118	0.4112991943
3119	0.411266571
3120	0.4112462158
3121	0.4112233582
3122	0.4111968384
3123	0.4111747742
3124	0.4111517944
3125	0.4111373291
3126	0.4111226501
3127	0.4111027222
3128	0.4110841675
3129	0.4110552673
3130	0.4110323486
3131	0.4110045166
3132	0.410986908
3133	0.4109610291
3134	0.4109444275
3135	0.4109237671
3136	0.4109041138
3137	0.4108827515
3138	0.4108687439
3139	0.4108390198
3140	0.4108201904
3141	0.4107985535
3142	0.4107731018
3143	0.4107562561
3144	0.4107340088
3145	0.4107109985
3146	0.4106879272
3147	0.4106743774
3148	0.4106449585
3149	0.4106286621
3150	0.4106053467
3151	0.4105846558
3152	0.4105648193
3153	0.4105409851
3154	0.4105263367
3155	0.4105046997
3156	0.4104847412
3157	0.4104600525
3158	0.4104379883
3159	0.4104182434
3160	0.4103999023
3161	0.4103739014
3162	0.4103482056
3163	0.410328125
3164	0.4103021851
3165	0.4102889404
3166	0.4102703857
3167	0.4102401123
3168	0.4102124329
3169	0.4101911926
3170	0.4101717529
3171	0.410160553
3172	0.4101387939
3173	0.4101111145
3174	0.410080719
3175	0.4100587158
3176	0.4100394287
3177	0.4100219421
3178	0.4100053711
3179	0.4099880371
3180	0.4099688721
3181	0.4099523315
3182	0.4099412842
3183	0.4099212341
3184	0.4099071045
3185	0.4098843384
3186	0.4098688965
3187	0.4098465576
3188	0.4098170471
3189	0.4098023376
3190	0.4097702026
3191	0.4097537231
3192	0.4097225952
3193	0.409693573
3194	0.4096697083
3195	0.4096568604
3196	0.409624054
3197	0.4096069336
3198	0.409581665
3199	0.4095530396
3200	0.4095341187
3201	0.4095100708
3202	0.4094880371
3203	0.4094648132
3204	0.4094371033
3205	0.4094049072
3206	0.4093803101
3207	0.4093579712
3208	0.4093274536
3209	0.409314209
3210	0.4092921753
3211	0.4092692871
3212	0.4092476807
3213	0.4092318726
3214	0.4092163086
3215	0.4092006836
3216	0.4091811523
3217	0.4091616821
3218	0.4091462097
3219	0.4091278076
3220	0.4091062317
3221	0.4090894165
3222	0.4090692749
3223	0.4090498962
3224	0.4090202332
3225	0.4089996338
3226	0.4089845886
3227	0.4089555054
3228	0.4089289551
3229	0.4089007568
3230	0.4088850708
3231	0.4088708496
3232	0.4088482361
3233	0.4088224487
3234	0.4087936401
3235	0.408770752
3236	0.4087515869
3237	0.4087336731
3238	0.4087105408
3239	0.4086905823
3240	0.4086700745
3241	0.4086526489
3242	0.4086281738
3243	0.4086035156
3244	0.4085870667
3245	0.4085617676
3246	0.4085426636
3247	0.408526123
3248	0.4085108337
3249	0.4084842834
3250	0.4084583435
3251	0.4084328003
3252	0.4084123535
3253	0.4083858643
3254	0.4083619995
3255	0.4083426514
3256	0.4083276672
3257	0.4083029175
3258	0.408289978
3259	0.4082632141
3260	0.4082405396
3261	0.4082177124
3262	0.4082059937
3263	0.4081865234
3264	0.4081708069
3265	0.4081434937
3266	0.4081269226
3267	0.4081091614
3268	0.4080942078
3269	0.4080729065
3270	0.4080561523
3271	0.4080373535
3272	0.4080128784
3273	0.407993042
3274	0.4079767151
3275	0.4079559326
3276	0.4079318237
3277	0.40790979
3278	0.407881958
3279	0.4078520203
3280	0.4078278198
3281	0.4077956238
3282	0.4077718811
3283	0.407749054
3284	0.4077182312
3285	0.4076911316
3286	0.4076733398
3287	0.4076542358
3288	0.4076292114
3289	0.4076017761
3290	0.4075809631
3291	0.4075556946
3292	0.4075359497
3293	0.4075074158
3294	0.4074799805
3295	0.4074651489
3296	0.4074412231
3297	0.4074312744
3298	0.4074091797
3299	0.407396759
3300	0.4073800049
3301	0.4073615112
3302	0.4073410645
3303	0.4073178101
3304	0.4072971802
3305	0.4072755127
3306	0.4072518921
3307	0.4072347107
3308	0.4072154846
3309	0.4071913452
3310	0.4071669922
3311	0.4071455688
3312	0.4071248169
3313	0.4071086731
3314	0.4070907898
3315	0.4070749512
3316	0.407057312
3317	0.4070383911
3318	0.4070068665
3319	0.406991333
3320	0.4069684143
3321	0.4069436951
3322	0.4069233704
3323	0.4068970032
3324	0.4068754272
3325	0.4068507385
3326	0.4068301392
3327	0.4068113403
3328	0.4067904053
3329	0.40676474
3330	0.4067467651
3331	0.4067275391
3332	0.4067140503
3333	0.4066966248
3334	0.4066803284
3335	0.4066583557
3336	0.4066426697
3337	0.4066237793
3338	0.4065987244
3339	0.4065751343
3340	0.4065522461
3341	0.4065307007
3342	0.4065120239
3343	0.4064959412
3344	0.4064730835
3345	0.4064588623
3346	0.4064476929
3347	0.406425354
3348	0.4064033508
3349	0.4063840637
3350	0.4063637695
3351	0.4063550415
3352	0.4063332214
3353	0.4063151855
3354	0.4062969971
3355	0.406279541
3356	0.4062599487
3357	0.4062380371
3358	0.4062258301
3359	0.4062057495
3360	0.4061860352
3361	0.4061697083
3362	0.4061454163
3363	0.4061183472
3364	0.4061011963
3365	0.4060725403
3366	0.4060511169
3367	0.4060283203
3368	0.4060045166
3369	0.4059828186
3370	0.4059584351
3371	0.4059418335
3372	0.4059188843
3373	0.4058996582
3374	0.4058863525
3375	0.4058658752
3376	0.4058495483
3377	0.405824585
3378	0.4058034363
3379	0.4057858276
3380	0.4057608032
3381	0.405739502
3382	0.405716156
3383	0.4057041016
3384	0.4056777954
3385	0.4056638184
3386	0.4056459656
3387	0.4056278992
3388	0.4056073914
3389	0.4055844116
3390	0.405563446
3391	0.4055516968
3392	0.4055368042
3393	0.4055141602
3394	0.4054938354
3395	0.4054744263
3396	0.4054555664
3397	0.4054369507
3398	0.4054136963
3399	0.4053897095
3400	0.405368103
3401	0.4053465271
3402	0.4053259888
